,0,1,2,3,4,5,6,7,8,9
0,0.0745945945945946,0.09393393393393394,0.18234234234234237,0.08656656656656657,0.1643843843843844,0.1409009009009009,0.13997997997998,0.1261661661661662,0.1491891891891892,0.16254254254254255
1,0.24542542542542545,0.10406406406406407,0.1478078078078078,0.23483483483483486,0.21779779779779782,0.15931931931931934,0.15977977977977978,0.0966966966966967,0.11695695695695697,0.15563563563563565
2,0.1478078078078078,0.21871871871871873,0.15793793793793795,0.16852852852852854,0.16116116116116116,0.19017017017017018,0.13123123123123123,0.21963963963963964,0.15701701701701704,0.23851851851851855
3,0.2596996996996997,0.2237837837837838,0.238978978978979,0.23483483483483486,0.24036036036036038,0.18464464464464467,0.20444444444444446,0.21503503503503504,0.19753753753753756,0.16116116116116116
4,0.19661661661661664,0.250950950950951,0.22884884884884887,0.23621621621621625,0.24082082082082085,0.238978978978979,0.1385985985985986,0.19845845845845847,0.24220220220220223,0.17175175175175175
5,0.24864864864864866,0.20352352352352354,0.19799799799799803,0.22194194194194197,0.23115115115115117,0.2435835835835836,0.24542542542542545,0.22102102102102103,0.262002002002002,0.1478078078078078
6,0.32922922922922926,0.21365365365365366,0.2822622622622623,0.23989989989989993,0.2375975975975976,0.2771971971971972,0.19201201201201204,0.21549549549549551,0.18096096096096098,0.21871871871871873
7,0.2527927927927928,0.24082082082082085,0.20996996996997,0.2214814814814815,0.2237837837837838,0.2412812812812813,0.291011011011011,0.2854854854854855,0.21503503503503504,0.3296896896896897
8,0.7461171558937283,0.7340076853870986,0.7598208039120389,0.6967732671772396,0.7777353916752091,0.7221984807017183,0.754512464398125,0.7205756374339549,0.7712600482890456,0.7313936619585503
9,0.7530296323952117,0.7450839130223395,0.7645991040141455,0.7268254164475173,0.7321197237307682,0.7376393851919921,0.7737184946622699,0.7379313440830406,0.7392497834731994,0.71753921835555
