,0,1,2,3,4,5,6,7,8,9
0,0.20674674674674676,0.15011011011011013,0.2527927927927928,0.2085885885885886,0.16346346346346347,0.15057057057057058,0.1956956956956957,0.19845845845845847,0.19385385385385387,0.14872872872872875
1,0.2845645645645646,0.1491891891891892,0.22884884884884887,0.19707707707707708,0.1851051051051051,0.23805805805805808,0.2274674674674675,0.16990990990990992,0.1956956956956957,0.19155155155155157
2,0.26706706706706707,0.2297697697697698,0.1445845845845846,0.3218618618618619,0.2550950950950951,0.1910910910910911,0.20444444444444446,0.2237837837837838,0.23621621621621625,0.21273273273273274
3,0.273973973973974,0.1956956956956957,0.285025025025025,0.250950950950951,0.15057057057057058,0.3052852852852853,0.21641641641641643,0.26522522522522524,0.23805805805805808,0.19385385385385387
4,0.2615415415415416,0.2523323323323324,0.23713713713713716,0.16392392392392394,0.21641641641641643,0.27351351351351355,0.25141141141141143,0.22194194194194197,0.23713713713713716,0.2228628628628629
5,0.2725925925925926,0.2523323323323324,0.19661661661661664,0.2564764764764765,0.28134134134134137,0.19707707707707708,0.20214214214214216,0.15103103103103105,0.19155155155155157,0.19293293293293295
6,0.2937737737737738,0.2550950950950951,0.26062062062062064,0.3393593593593594,0.2785785785785786,0.25831831831831836,0.26292292292292296,0.21043043043043044,0.1864864864864865,0.2182582582582583
7,0.24956956956956958,0.18326326326326328,0.22470470470470472,0.27029029029029034,0.2260860860860861,0.23575575575575577,0.302982982982983,0.18786786786786788,0.2974574574574575,0.3333733733733734
8,0.777546044344483,0.8086858906895831,0.8291041156242489,0.8081150248570018,0.8057561191709254,0.8092326470151345,0.7627181314324707,0.7769586661429746,0.7780640925634911,0.7858240260322182
9,0.7947781322686225,0.8238094580361829,0.817334286829471,0.7991789326375695,0.7871196940224423,0.7742877483963971,0.8442296658639833,0.8378974550798938,0.8071778961911648,0.8117153880215118
