,0,1,2,3,4,5,6,7,8,9
0,0.1514914914914915,0.15977977977977978,0.24910910910910913,0.3204804804804805,0.2145745745745746,0.19753753753753756,0.24036036036036038,0.2831831831831832,0.20352352352352354,0.25831831831831836
1,0.23391391391391395,0.21733733733733734,0.267987987987988,0.2647647647647648,0.2537137137137137,0.18326326326326328,0.19385385385385387,0.20904904904904906,0.20490490490490493,0.24634634634634636
2,0.2251651651651652,0.3066666666666667,0.27351351351351355,0.1841841841841842,0.22102102102102103,0.27949949949949954,0.2615415415415416,0.27029029029029034,0.1933933933933934,0.20030030030030033
3,0.302982982982983,0.37113113113113116,0.27029029029029034,0.28364364364364364,0.28272272272272275,0.20030030030030033,0.19753753753753756,0.21549549549549551,0.19201201201201204,0.23805805805805808
4,0.2831831831831832,0.2518718718718719,0.31173173173173174,0.3324524524524525,0.3126526526526527,0.12202202202202203,0.1874074074074074,0.2661461461461462,0.24542542542542545,0.22240240240240242
5,0.22562562562562563,0.19661661661661664,0.23115115115115117,0.30022022022022027,0.18786786786786788,0.26384384384384385,0.203983983983984,0.2983783783783784,0.2564764764764765,0.267987987987988
6,0.25831831831831836,0.3296896896896897,0.22332332332332333,0.29515515515515517,0.20260260260260263,0.2320720720720721,0.2818018018018018,0.23161161161161162,0.2375975975975976,0.3020620620620621
7,0.36008008008008013,0.285025025025025,0.3034434434434435,0.1772772772772773,0.16576576576576577,0.2758158158158158,0.29055055055055057,0.21043043043043044,0.26844844844844845,0.18602602602602605
8,0.8191682667860546,0.8272728019033677,0.8162717024277606,0.8417357574488857,0.8578027766012639,0.8384592497835731,0.8064841332420648,0.8466396663617819,0.8284278592835447,0.8236382225139925
9,0.8144177240792265,0.7891026004538465,0.8217631251789835,0.8171447826454316,0.8405802608707411,0.8149683672037114,0.7948464890278091,0.8449783985780479,0.8257783739858773,0.8551525640118406
